genres,app_name,item_id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,sin dato,release_date
"['Casual', 'Indie']",Escape the Mazes,591350,Néo-Riki Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Indie']",Lost Socks: Naughty Brothers OST,572530,Nerf Game Co. Ltd.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - In Search of the Trollslayer (BRP),599860,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Under Zero,454930,Dagestan Technology,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2016
"['RPG', 'Strategy']",Endless Legend™ - Forgotten Love Add-on,600560,AMPLITUDE Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Casual', 'Indie', 'Strategy']",Blackwake Official Soundtrack,594184,Mastfire Studios Pty Ltd,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Adventure', 'Casual', 'Indie']",The Final Specimen: Arrival,568920,Gigantoraptor Games,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['RPG'],Chaos Drift,596530,OmniStorm Gaming,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",Kautic,600530,Bad Coffee Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Early Access'],The Dome,556840,Route 66 Games,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'Massively Multiplayer', 'RPG']",Boundel Soundtrack by James Thorley,577100,James Thorley,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'Racing', 'Simulation', 'Sports']",King Of Dirt,588750,WildLabs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2017
"['Action', 'Indie']",Dystopy,542850,Campus ADN 2015-2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
sin dato,Turret Terminator,600340,10kbit Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
['Casual'],Locomancer Soundtrack,598540,Nathan Boler,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",Stories Untold,558420,No Code,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual']",Fatal Passion: Art Prison Collector's Edition,595650,Orneon Limited,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Racing', 'Simulation', 'Sports']",Ride 2 Competition Bikes Pack,515150,Milestone S.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2017
"['Indie', 'Strategy']",Tethered - Original Soundtrack,589310,"Secret Sorcery Limited,Kenneth C M Young",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",Langoth,581100,Atum Software,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Racing', 'Simulation', 'Sports']",Legendary Tracks Part 2: Adelaide,599810,Reiza Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2017
"['Casual', 'Indie', 'Simulation']",Flix and Chill,595460,Jason Lovett,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Don't open the doors! – Photo Album,598290,Anton Riot,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie']",Super Cuber,581800,Icy Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Indie'],Village Story,601280,DGames,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual', 'Indie', 'Racing']",Schacht,513300,LAB132,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie', 'Simulation']",The Bedtime Story,551650,Brandon Serowski,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual', 'Simulation', 'Strategy']",Otome Romance Jigsaws - Midnight Cinderella & Destined to Love,598670,BottleCube inc.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Indie', 'Strategy']",Raining Blobs - The Original Soundtrack,593040,Endi Milojkoski,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Indie', 'RPG']",River City Ransom: Underground,422810,Conatus Creative Inc.,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
['Indie'],Shoot Paint,600450,DGames,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Hiroki Kikuta music pack: The Fury,599440,"KADOKAWA,Yoji Ojima,Hiroki Kikuta",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017
"['Action', 'Casual', 'Free to Play', 'Indie']",Flub Fighter,530340,Retora Game Studios LLC,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Hiroki Kikuta music pack: The Calm,599441,"KADOKAWA,Yoji Ojima,Hiroki Kikuta",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017
"['Indie', 'Racing', 'Simulation']",RC-AirSim - RC Model Airplane Flight Simulator,509130,Fabricated Reality Software,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2017
"['Design &amp; Illustration', 'Web Publishing']",Corpse Party Tenjin Primary School Pack,588570,"SmileBoom Co.Ltd.,Team GrisGris",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017
['Audio Production'],The Music Box Japanese Horror Complete Bundle,597660,BitterSweet Entertainment Inc.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Indie'],Official Visual Book of Koi Musubi,584690,Narrator,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie', 'RPG', 'Strategy']",Torment: Tides of Numenera,272270,inXile Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016
"['Action', 'Casual', 'Indie', 'Strategy']",Energia,592040,Mark Sowders,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Simulation', 'Strategy']",[City of God I:Prison Empire]-Original Sound Track,596120,Pixel Gangsta Studio,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2017
"['Action', 'Indie', 'Sports']",UniBall,408030,StormBrewers,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2017
"['Action', 'Adventure', 'Casual', 'Indie']",Land it Rocket,449160,Petite Games,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'RPG']",REVENGE: First Blood,596690,Vyacheslav Shilikhin,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Shining Plume 2,597810,Warfare Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Casual']",The Shadows of Pygmalion,549850,propeller,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Free to Play', 'Indie', 'Simulation']",Red String of Fate,588010,Ebullience Games,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2017
['Education'],Family Tree Heritage Platinum 9 - Mac,443320,Incline Software,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"['Action', 'Adventure', 'Indie']",Frog Hop,568490,Tiny Warrior Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie', 'Racing', 'Sports', 'Early Access']",Robot Soccer Challenge,580820,Render System,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2017
['Simulation'],Train Simulator: London Overground BR Class 313 EMU Add-On,448188,Armstrong Powerhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie', 'RPG', 'Early Access']",Dad Quest,524250,Sundae Month,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",forma.8,510240,MixedBag Srl,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'RPG']",Deus Ex: Mankind Divided™ DLC - A Criminal Past,413370,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual', 'Indie']",Vive le Roi,513550,Sylvain Seccia,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Racing', 'Simulation', 'Sports', 'Strategy']",Motorsport Manager - GT Series,559430,Playsport Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2017
"['Racing', 'Simulation', 'Sports', 'Strategy']",Motorsport Manager - Create Your Own Team,568380,Playsport Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2017
"['Adventure', 'Indie', 'RPG']",Runt of the Litter,594660,Choice of Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual', 'Indie']",Choppa,554330,Parta Games Oy,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",DYE: Original Soundtrack,589600,"Bat Country Games, LLC",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",DYE,503550,"Bat Country Games, LLC",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'RPG']",Shadows of Adam,506510,Something Classic Games LLC,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'Simulation']",Farm Expert 2017 - Hard Terrain,537230,Silden,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Action', 'Indie', 'Simulation']",Magazime Editor,596170,sin dato,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Casual', 'Indie']",Geology Business,527240,Svantech Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual']",Dark Parables: Requiem for the Forgotten Shadow Collector's Edition,601420,Eipix Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Stupid Raft Battle Simulator,598240,CREATIV GAME DEVELOPER LLC.,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Action', 'Indie']",TROID BLASTER,600690,KINGS GUARD GAMES,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
"['Adventure', 'Indie']",Legend of the Skyfish,589300,Mgaia Studio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie', 'Simulation', 'Strategy']",911 Operator - Special Resources,580730,Jutsu Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Action', 'Casual', 'Indie', 'Early Access']",４人打ちアクション麻雀 / ACTION MAHJONG,575810,"Mindware Co.,Ltd.",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Early Access']",Impulse of War,520860,Dmitry Medvedev,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2017
['Simulation'],TS Marketplace: Bulleid Coach Pack 01 Add-On,295208,Matrix Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
['Simulation'],TS Marketplace: Bulleid Coach Pack 03 Add-On,448200,Matrix Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
['Simulation'],TS Marketplace: Bulleid Coach Pack 02 Add-On,295209,Matrix Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
['Simulation'],FSX Steam Edition: Toposim US Southeast Add-On,556224,Toposim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",Reflection of Mine,476020,Redblack Spade,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",Reflection of Mine - Soundtrack,594100,Redblack Spade,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",Reflection of Mine - Wallpapers,594060,Redblack Spade,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'Strategy']",Planetoid,590870,GameWriterStudio,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Adventure', 'Casual']",Dangerous Games: Prisoners of Destiny Collector's Edition,593720,Blam! Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'Simulation', 'Sports']",City Climber,538840,SimpleGhost,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2017
"['Action', 'Casual', 'Indie']",CropDuster Supreme,412620,kChamp Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Strategy'],Civilization VI - Australia Civilization & Scenario Pack,512034,"Firaxis,Aspyr (Mac, Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Indie', 'Early Access']",Draw The Way,577380,OverjoyedGameDevs,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Simulation'],A-10C: Advanced Aircraft Training Qualification Campaign,555530,Maple Flag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Casual', 'RPG', 'Simulation']","You, With Me - A Kinetic Novel",588050,Afterthought Studios,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2017
"['Indie', 'Strategy']",Z. Year One,430930,Downward Viral,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Adventure', 'Indie']",Herald: An Interactive Period Drama - Book I & II,380810,Wispfire,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Indie', 'Racing']",Dodge Master,567430,Downpour Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie', 'RPG', 'Strategy']",Dragon Kingdom War Original Soundtracks,590400,Play Spirit Limited,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
sin dato,Jay Pharoah: Can I Be Me?,600220,sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",Robo Do It,595640,Angel Carriola,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Action', 'Racing', 'Sports']",TrickStyle,588490,"Criterion Games,Throwback Entertainment Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1999
"['Action', 'Racing', 'Sports']",TrickStyle - Soundtrack,596160,Throwback Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1999
"['Indie', 'RPG', 'Strategy']","Fantasy Grounds - Return to Freeport, Part Two: The Abyssinial Chain (PFRPG)",587700,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfe's Volume 25 - Things that go Bump Pack 1 (Token Pack),590650,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - CS1 After Winter's Dark: Aihrde Setting (Castles & Crusades),589090,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfe's Volume 26 - Things that go Bump Pack 2 (Token Pack),593420,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #023: The Aura of Profit (PFRPG),597940,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfe's Volume 27 - Things that go Bump Pack 3 (Token Pack),597930,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Casual', 'Indie']",Virus Crashers,584600,Shindenken,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure']",Banned Footage Vol.2,530610,"CAPCOM Co., Ltd.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - The Black Libram of Natarus (Castles & Crusades),595050,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Indie']",DYSTORIA,516580,Tri-Coastal Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie']",Linked,596590,ThinkOfGames,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",Chowdertwo,585750,Ryan Jensen,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Indie'],Bequest,593480,Taste Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Indie'],Nice Slice,589260,Kool2Play,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual', 'Indie']",Adventures On The Polluted Islands,496690,Uncle Frost Team,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Free to Play', 'Indie', 'Strategy']",8-Bit Armies: Arena (Free),594960,Petroglyph,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Casual', 'Indie']",🔴 Circles,460250,Jeroen Wimmers,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'Racing']",Snake Party,576660,Displacement Studios,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2017
"['Indie', 'Simulation', 'Strategy']",Hegemony III: The Eagle King,502010,Longbow Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Adventure', 'Indie']",the 9th day:第九日,491420,lingtanstudio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'Racing', 'Strategy']",JET HERO 13000 STAR,591060,zov game stuido,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2016
"['Action', 'Adventure', 'Indie', 'Racing', 'Strategy']",JET HERO 20000 STAR,591061,zov game stuido,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2016
"['Action', 'Adventure', 'Indie', 'Racing', 'Strategy']",JET HERO 27000 STAR,591062,zov game stuido,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2016
"['Action', 'Adventure', 'Indie', 'Racing', 'Strategy']",JET HERO 35000 STAR,591063,zov game stuido,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2016
"['Action', 'Adventure', 'Indie', 'Racing', 'Strategy']",JET HERO 6000 STAR,591050,zov game stuido,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2017
"['Adventure', 'Casual']",Spirits of Mystery: Song of the Phoenix Collector's Edition,586740,ERS G Studios,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'Racing', 'Strategy']",JET HERO,586060,ZOV GAME STUDIO,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2017
['Indie'],Dammerlicht,589410,Royal Tea Time Studio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",Peak Angle: Drift Online - American Cars Pack,591890,Peak Angle Team,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2017
"['Casual', 'Indie']",Dungeon Manager ZV 2,581210,StudioGIW,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
"['Casual', 'Indie']",Dungeon Manager ZV 2 - Expansion Pack,584060,StudioGIW,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Scuttle!,468722,Berserk Games,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2017
"['Simulation', 'Strategy', 'Early Access']",Airport Master,584280,STICLI Games,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2017
['Simulation'],Princess Maker Refine,583040,"CFK Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",The Deal,567340,Orfeas Game Studio,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Indie']",Castle of no Escape 2 OST,566790,Esdeer,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Free to Play', 'Indie']",Cartesian,596470,BetaShark LLC,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Indie', 'Strategy', 'Early Access']",Sentinels,388910,MindWalker Games,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Free to Play', 'Indie', 'Simulation']",Wander No More,463020,Zetsubou,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2017
sin dato,Eddie Pepitone: In Ruins,597300,sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
"['Action', 'Adventure', 'Indie']",Chester One,348800,"Brilliant Blue-G, LLC",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Casual'],Tetraminos,539280,Sanuk Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Casual'],Mahjong,539270,Sanuk Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Casual'],Solitaire,539300,Sanuk Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Casual'],Brick Breaker,539290,Sanuk Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",The Mooseman,574310,"Vladimir Beletsky,Mikhail Shvachko",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Indie']",Trashville,589390,bch waves studio,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",The Mooseman Soundtrack and Artbook DLC,579890,"Vladimir Beletsky,Mikhail Shvachko",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'Simulation', 'Strategy']",Ashes of the Singularity: Escalation - Oblivion DLC,520645,"Stardock Entertainment,Oxide Games",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Adventure', 'Indie']",NeverEnd,575840,Duck,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Indie'],Hardnoid,574850,SharkGame,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
